76.78732,74.840645,196
73.218094,76.05718,197
69.62821,77.523575,198
66.2618,78.940605,199
63.549805,80.30309,200
61.450237,81.52094,201
60.02347,82.57687,202
59.215443,83.30443,203
58.821804,83.65779,204
58.830296,83.847244,205
59.346672,83.94913,206
60.25652,83.88137,207
61.09502,83.63967,208
62.083023,83.287636,209
63.091766,82.93441,210
64.049644,82.51607,211
64.86636,82.01593,212
65.465294,81.37451,213
66.004776,80.65266,214
66.4424,79.925835,215
67.03992,79.39824,216
67.909805,79.03881,217
68.92284,78.92256,218
69.5563,79.45269,219
69.76886,80.93269,220
70.858345,81.895134,221
72.33478,81.53144,222
73.456154,79.74124,223
74.84402,77.49714,224
76.650826,74.99221,225
78.57345,72.36208,226
80.31527,69.707954,227
81.87546,67.113205,228
83.375755,64.72134,229
84.75824,62.668655,230
85.77014,60.869278,231
86.409904,59.47225,232
86.63163,58.528576,233
86.56287,58.12197,234
86.17945,58.008144,235
85.583405,58.017345,236
84.89711,58.408047,237
84.20562,59.208324,238
83.44258,60.212418,239
82.56977,61.515842,240
81.77413,63.085495,241
81.17316,64.46515,242
80.569115,65.94133,243
80.07114,67.66511,244
80.50458,69.20798,245
82.15429,71.27529,246
85.15988,73.152306,247
89.44468,74.46764,248
86.67598,73.83155,249
81.61901,72.69386,250
77.684685,73.63104,251
74.90629,75.32993,252
