74.3261,85.762184,297
74.40193,84.978386,298
74.38165,83.4215,299
74.28918,81.097015,300
74.3447,78.00366,301
74.44733,74.152054,302
74.330666,70.15394,303
74.03435,65.9547,304
73.76228,62.01691,305
73.5211,58.95166,306
73.29671,56.429474,307
73.07154,54.24963,308
73.01221,52.38513,309
73.004196,50.98054,310
72.930305,49.866913,311
72.858246,48.983997,312
72.67991,48.31799,313
72.3717,48.017147,314
71.96128,48.0549,315
71.47376,48.269886,316
71.117386,48.521282,317
70.75369,48.712208,318
70.093155,48.6767,319
69.578606,48.604717,320
69.01545,48.80303,321
68.45845,49.161007,322
67.72134,49.99039,323
66.943016,51.15557,324
66.057045,52.590637,325
65.35601,54.604614,326
65.44606,57.861507,327
66.418106,61.86945,328
68.18587,64.35559,329
71.07898,65.01044,330
75.04601,64.58701,331
79.37266,65.62186,332
82.48762,68.604645,333
83.30871,70.68542,334
82.210556,71.74235,335
80.276184,72.605675,336
78.18752,73.530495,337
75.94686,74.13682,338
73.86293,74.58203,339
72.107445,74.89363,340
70.826584,75.140465,341
70.15708,75.3266,342
69.78731,75.45792,343
69.23149,75.50182,344
68.41639,75.27903,345
67.81727,75.04359,346
67.79432,74.76953,347
67.73661,74.41389,348
67.34896,74.27786,349
66.63828,74.19023,350
66.24412,73.90039,351
65.66472,73.61333,352
65.25319,73.325195,353
64.59977,73.077736,354
63.691223,72.67462,355
63.16153,71.9561,356
63.278286,70.84744,357
64.120445,69.63018,358
65.68242,68.83111,359
67.344284,68.86588,360
70.51449,70.98152,361
71.85597,73.59776,362
71.588234,76.71158,363
72.47801,79.893715,364
73.73806,80.48283,365
74.224884,78.269005,366
74.620316,75.115135,367
74.950294,71.53573,368
75.186485,67.64378,369
75.1983,63.727676,370
74.917145,60.31543,371
74.600494,57.33974,372
74.6175,54.647896,373
74.492516,52.336494,374
74.11457,50.64325,375
73.80594,49.528545,376
73.44544,48.58931,377
72.85529,47.651485,378
72.18982,46.9525,379
71.39497,46.591248,380
70.35996,46.417416,381
69.741684,46.353527,382
69.39311,46.51221,383
69.228516,46.47398,384
68.98818,46.60888,385
68.868126,46.534058,386
68.71697,46.744804,387
68.65041,47.076794,388
68.9795,48.761982,389
69.90013,51.03363,390
71.767746,51.82784,391
73.6184,51.36943,392
75.726685,51.488094,393
77.351906,52.74252,394
77.65945,54.106995,395
76.9675,55.238094,396
76.39942,56.180798,397
75.79593,57.20818,398
75.17142,58.42706,399
74.882225,59.618828,400
74.71909,60.455757,401
74.20328,61.149376,402
73.44027,62.046097,403
72.3569,62.892933,404
71.373985,63.571716,405
70.86997,64.31734,406
70.26328,65.0264,407
69.719574,65.424644,408
69.43451,65.706276,409
69.399284,66.060616,410
69.53386,66.383026,411
69.60845,66.6201,412
69.67519,66.657295,413
